res_id,name,address,mobile_url,cuisines,review_count,rating,latitude,longitude,health_index
panera-bread-champaign-4,Panera Bread,"1903 Convenience Place,Champaign, IL 61820",http://m.yelp.com/biz/panera-bread-champaign-4,"Sandwiches,sandwiches,Salad,salad,Soup,soup",10,2.5,40.138497,-88.2431129,0
texas-roadhouse-champaign,Texas Roadhouse,"204 N. Country Fair Drive,Champaign, IL 61821",http://m.yelp.com/biz/texas-roadhouse-champaign,"Steakhouses,steak,Barbeque,bbq,American (Traditional),tradamerican",39,4,40.117932,-88.2810949,0
a-ri-rang-champaign,A-Ri-Rang,"607 S Wright St,Champaign, IL 61820",http://m.yelp.com/biz/a-ri-rang-champaign,"Korean,korean",39,3.5,40.1111971,-88.2289017,0
antonios-pizza-champaign,Antonio's Pizza,"619 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/antonios-pizza-champaign,"Pizza,pizza",53,4,40.110082,-88.229611,0
applebees-champaign,Applebee's,"2121 N Prospect Ave,Champaign, IL 61822",http://m.yelp.com/biz/applebees-champaign,"American (Traditional),tradamerican",15,2,40.1420686,-88.2584416,0
applebees-savoy,Applebee's,"1201 N Dunlap Ave,Savoy, IL 61874",http://m.yelp.com/biz/applebees-savoy,"American (Traditional),tradamerican",8,2.5,40.0691417,-88.2491716,0
arbys-champaign,Arby's,"2300 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/arbys-champaign,"Sandwiches,sandwiches",1,1,40.0863253,-88.2464716,0
arbys-champaign-3,Arby's,"1913 W Springfield Ave,Champaign, IL 61821",http://m.yelp.com/biz/arbys-champaign-3,"Fast Food,hotdogs",3,4.5,40.1123991,-88.2794215,0
arbys-champaign-3,Arby's,"1913 W Springfield Ave,Champaign, IL 61821",http://m.yelp.com/biz/arbys-champaign-3,"Fast Food,hotdogs",3,4.5,40.1123991,-88.2794215,0
arbys-champaign-5,Arby's,"1502 N Prospect Ave,Champaign, IL 61820",http://m.yelp.com/biz/arbys-champaign-5,"Fast Food,hotdogs,Sandwiches,sandwiches",3,4.5,40.13114,-88.2575618,0
arbys-mahomet,Arby's,"207 N Lombard St,Mahomet, IL 61853",http://m.yelp.com/biz/arbys-mahomet,"American (Traditional),tradamerican",2,4.5,40.196361,-88.399269,0
asian-taste-restaurant-champaign,Asian Taste Restaurant,"502 E John St,Champaign, IL 61820",http://m.yelp.com/biz/asian-taste-restaurant-champaign,"Vietnamese,vietnamese",8,4,40.1092784,-88.2317452,0
atties-bar-and-grill-urbana,Attie's Bar & Grill,"2600 S Stone Creek Blvd.,Urbana, IL 61802",http://m.yelp.com/biz/atties-bar-and-grill-urbana,"American (Traditional),tradamerican,Bars,bars",3,4,40.0879614,-88.1695258,0
b-won-champaign,B Won,"2006 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/b-won-champaign,"Korean,korean",55,3.5,40.0916199,-88.2456269,0
bangkok-thai-and-pho-911-champaign,Bangkok Thai and Pho 911,"410 E Green St,Unit 3,Champaign, IL 61820",http://m.yelp.com/biz/bangkok-thai-and-pho-911-champaign,"Thai,thai",59,4.5,40.110554,-88.232373,0
bar-b-q-heaven-champaign,Bar-B-Q Heaven,"Champaign, IL 61820",http://m.yelp.com/biz/bar-b-q-heaven-champaign,"Barbeque,bbq,Street Vendors,streetvendors",2,4,40.1166102,-88.2412504,0
basil-thai-urbana-urbana,Basil Thai Urbana,"701 S Gregory St,Urbana, IL 61803",http://m.yelp.com/biz/basil-thai-urbana-urbana,"Thai,thai",59,3,40.1065482,-88.2217353,0
bevier-cafe-urbana,Bevier Cafe,"Bevier Hall, Rm 298,905 S Goodwin Ave,Urbana, IL 61801",http://m.yelp.com/biz/bevier-cafe-urbana,"American (New),newamerican,Cafes,cafes",17,4,40.1047153,-88.2243096,0
biaggis-ristorante-italiano-champaign-2,Biaggi's Ristorante Italiano,"2235 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/biaggis-ristorante-italiano-champaign-2,"Italian,italian",100,4,40.086824,-88.246864,0
billy-barooz-bar-and-grill-champaign,Billy Barooz Bar & Grill,"2521 Village Green Pl,Champaign, IL 61822",http://m.yelp.com/biz/billy-barooz-bar-and-grill-champaign,"Sports Bars,sportsbars,American (New),newamerican",33,3.5,40.080981,-88.296147,0
black-dog-smoke-and-ale-house-urbana,Black Dog Smoke & Ale House,"201 N Broadway Ave,Urbana, IL 61801",http://m.yelp.com/biz/black-dog-smoke-and-ale-house-urbana,"Barbeque,bbq",423,4.5,40.113525,-88.207785,0
black-rock-pizza-urbana-2,Black Rock Pizza,"300 S Broadway Ave,Urbana, IL 61801",http://m.yelp.com/biz/black-rock-pizza-urbana-2,"Pizza,pizza",3,4,40.1105839,-88.2070866,0
black-rock-pizza-urbana-3,Black Rock Pizza,"142 Lincoln Sq,Urbana, IL 61801",http://m.yelp.com/biz/black-rock-pizza-urbana-3,"Pizza,pizza",3,4.5,40.111242,-88.2072339,0
bob-evans-champaign,Bob Evans,"1813 N Neil St,Champaign, IL 61820",http://m.yelp.com/biz/bob-evans-champaign,"Breakfast & Brunch,breakfast_brunch,American (Traditional),tradamerican",13,2.5,40.137522,-88.244351,0
bobo-china-champaign,Bobo China,"404 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/bobo-china-champaign,"Buffets,buffets",3,3.5,40.1104696,-88.2331177,0
bobos-bbq-champaign,BoBo's BBQ,"1104 N Prospect,Champaign, IL 61820",http://m.yelp.com/biz/bobos-bbq-champaign,"Barbeque,bbq,Hot Dogs,hotdog",8,2.5,40.12673,-88.257535,0
boltini-lounge-champaign,Boltini Lounge,"211 N Neil St,Champaign, IL 61820",http://m.yelp.com/biz/boltini-lounge-champaign,"Lounges,lounges,Gastropubs,gastropubs",70,4,40.117733,-88.243876,0
boneyard-bar-and-bbq-champaign,Boneyard Bar & Bbq,"25 E Springfield,Champaign, IL 61820",http://m.yelp.com/biz/boneyard-bar-and-bbq-champaign,"Sports Bars,sportsbars,Barbeque,bbq",3,3.5,40.112114,-88.241292,0
buca-di-beppo-italian-restaurant-champaign,Buca di Beppo Italian Restaurant,"2000 North Neil Street,Market Place Shopping Center,Champaign, IL 61820",http://m.yelp.com/biz/buca-di-beppo-italian-restaurant-champaign,"Italian,italian",12,3.5,40.1427776,-88.243865,0
buffalo-wild-wings-champaign,Buffalo Wild Wings,"907 West Marketview Drive,Champaign, IL 61822",http://m.yelp.com/biz/buffalo-wild-wings-champaign,"American (Traditional),tradamerican,Sports Bars,sportsbars,Chicken Wings,chicken_wings",13,2.5,40.1378171,-88.260388,0
buffalo-wild-wings-savoy,Buffalo Wild Wings,"1335 Savoy Plaza Drive,Savoy, IL 61874",http://m.yelp.com/biz/buffalo-wild-wings-savoy,"American (Traditional),tradamerican,Sports Bars,sportsbars,Chicken Wings,chicken_wings",26,3.5,40.0716867,-88.2519387,0
burger-king-savoy,Burger King,"1325 N Dunlap St,Savoy, IL 61874",http://m.yelp.com/biz/burger-king-savoy,"Burgers,burgers,Fast Food,hotdogs",2,3.5,40.07145,-88.249365,0
burger-king-urbana-2,Burger King,"1708 Philo Rd,Urbana, IL 61802",http://m.yelp.com/biz/burger-king-urbana-2,"Fast Food,hotdogs",2,1.5,40.097444,-88.190343,0
cafe-sababa-champaign,Cafe Sababa,"503 E. John St,Champaign, IL 61820",http://m.yelp.com/biz/cafe-sababa-champaign,"Kosher,kosher,Vegetarian,vegetarian,Pizza,pizza",2,5,40.108761,-88.231538,0
caffebene-urbana-2,Caffebene,"700 S Gregory St,Urbana, IL 61801",http://m.yelp.com/biz/caffebene-urbana-2,"Cafes,cafes,Gelato,gelato,Coffee & Tea,coffee",15,2,40.1065109,-88.2218027,0
candide-roasteries-urbana,Candide Roasteries,"505 S Mathews Ave,Urbana, IL 61801",http://m.yelp.com/biz/candide-roasteries-urbana,"American (New),newamerican",2,4.5,40.1084065,-88.2259762,0
caribbean-grill-lunch-to-go-at-refinery-champaign-2,Caribbean Grill Lunch To Go! at Refinery,"2302 W John St,Champaign, IL 61821",http://m.yelp.com/biz/caribbean-grill-lunch-to-go-at-refinery-champaign-2,"Caribbean,caribbean,Caterers,catering",2,5,40.1097589,-88.284865,0
casablanca-kabab-house-champaign,Casablanca Kabab House,"623 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/casablanca-kabab-house-champaign,"Middle Eastern,mideastern,Indian,indpak",37,3.5,40.1102799,-88.2298014,0
caseys-carry-out-pizza-tolono,Casey's Carry Out Pizza,"510 N Long St,Tolono, IL 61880",http://m.yelp.com/biz/caseys-carry-out-pizza-tolono,"Pizza,pizza",1,4,39.990102,-88.2616297,0
china-garden-urbana,China Garden,"114 N Vine St,Urbana, IL 61802",http://m.yelp.com/biz/china-garden-urbana,"Chinese,chinese",15,3.5,40.1134471,-88.2030657,0
chinatown-buffet-champaign,ChinaTown Buffet,"713 W Marketview Dr,Champaign, IL 61822",http://m.yelp.com/biz/chinatown-buffet-champaign,"Chinese,chinese,Buffets,buffets",26,2.5,40.137307,-88.2561209,0
chipotle-champaign-2,Chipotle,"903 W Anthony Dr,Champaign, IL 61822",http://m.yelp.com/biz/chipotle-champaign-2,"Mexican,mexican",13,4,40.1361981,-88.2599454,0
chipotle-mexican-grill-champaign,Chipotle Mexican Grill,"528 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/chipotle-mexican-grill-champaign,"Mexican,mexican",39,3.5,40.11052,-88.230628,0
chopstix-champaign-2,Chopstix,"202 E Green St,Ste 1,Champaign, IL 61820",http://m.yelp.com/biz/chopstix-champaign-2,"Chinese,chinese",41,3,40.110524,-88.23669,0
cracker-barrel-old-country-store-urbana,Cracker Barrel Old Country Store,"2101 N Kenyon Rd,Urbana, IL 61802",http://m.yelp.com/biz/cracker-barrel-old-country-store-urbana,"Breakfast & Brunch,breakfast_brunch",20,3.5,40.1334216,-88.1994685,0
crane-alley-urbana,Crane Alley,"115 W Main St,Urbana, IL 61801",http://m.yelp.com/biz/crane-alley-urbana,"Bars,bars,American (Traditional),tradamerican",96,3.5,40.1122506,-88.2080393,0
culvers-champaign-2,Culver's,"2302 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/culvers-champaign-2,"Burgers,burgers,Ice Cream & Frozen Yogurt,icecream",7,3,40.0856319,-88.246188,0
curtis-orchard-and-pumpkin-patch-champaign,Curtis Orchard & Pumpkin Patch,"3902 S Duncan Rd,Champaign, IL 61822",http://m.yelp.com/biz/curtis-orchard-and-pumpkin-patch-champaign,"American (Traditional),tradamerican",39,4,40.063905,-88.294979,0
dairy-queen-urbana,Dairy Queen,"911 W University Ave,Urbana, IL 61801",http://m.yelp.com/biz/dairy-queen-urbana,"American (New),newamerican,Fast Food,hotdogs",4,3.5,40.116138,-88.220314,0
dennys-champaign,Denny's,"702 W Town Ctr Blvd,Champaign, IL 61822",http://m.yelp.com/biz/dennys-champaign,"Diners,diners,Comfort Food,comfortfood,Breakfast & Brunch,breakfast_brunch",11,2,40.143106,-88.2548879,0
deralds-urbana,Derald's,"Mathews Ave & Green St,Urbana, IL 61801",http://m.yelp.com/biz/deralds-urbana,"Fast Food,hotdogs,Food Stands,foodstands",12,4.5,40.1105249,-88.2255941,0
deralds-cafe-champaign,Derald's Cafe,"540 E Pennsylvania Ave,Champaign, IL 61820",http://m.yelp.com/biz/deralds-cafe-champaign,"Cafes,cafes",1,1,40.1005652,-88.2306951,0
dos-reales-champaign,Dos Reales,"1407 N Prospect Ave,Champaign, IL 61820",http://m.yelp.com/biz/dos-reales-champaign,"Mexican,mexican",108,4,40.129957,-88.258583,0
dp-dough-champaign,DP Dough,"33 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/dp-dough-champaign,"Pizza,pizza",20,3,40.109908,-88.2412049,0
dublin-o-neils-champaign,Dublin O'Neil's,"301 N Neil St,Champaign, IL 61820",http://m.yelp.com/biz/dublin-o-neils-champaign,"Irish,irish",64,3.5,40.1190386,-88.2438816,0
einstein-bros-bagels-champaign,Einstein Bros Bagels,"803 W Anthony Dr,Champaign, IL 61822",http://m.yelp.com/biz/einstein-bros-bagels-champaign,"Breakfast & Brunch,breakfast_brunch,Bagels,bagels",3,5,40.136805,-88.257355,0
einstein-bros-bagels-urbana-2,Einstein Bros Bagels,"901 W University Ave,Urbana, IL 61801",http://m.yelp.com/biz/einstein-bros-bagels-urbana-2,"Breakfast & Brunch,breakfast_brunch,Sandwiches,sandwiches",16,3,40.116138,-88.21977,0
el-charro-champaign-2,El Charro,"55 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/el-charro-champaign-2,"Mexican,mexican",24,4.5,40.10992,-88.239581,0
el-progreso-tienda-y-champaign,El Progreso Tienda Y,"1001 W Bloomington Rd,Champaign, IL 61821",http://m.yelp.com/biz/el-progreso-tienda-y-champaign,"Mexican,mexican",1,4,40.1332699,-88.2605186,0
el-progreso-tienda-y-champaign,El Progreso Tienda Y,"1001 W Bloomington Rd,Champaign, IL 61821",http://m.yelp.com/biz/el-progreso-tienda-y-champaign,"Mexican,mexican",1,4,40.1332699,-88.2605186,0
empire-chinese-restaurant-champaign,Empire Chinese Restaurant,"410 E Green St,Ste 1,Champaign, IL 61820",http://m.yelp.com/biz/empire-chinese-restaurant-champaign,"Chinese,chinese",28,3.5,40.110554,-88.232373,0
espresso-royale-champaign-6,Espresso Royale,"2401 Village Green Pl,Champaign, IL 61822",http://m.yelp.com/biz/espresso-royale-champaign-6,"Coffee & Tea,coffee,Cafes,cafes",7,4,40.083399,-88.296606,0
esquire-lounge-inc-champaign,Esquire Lounge Inc,"106 N Walnut St,Champaign, IL 61820",http://m.yelp.com/biz/esquire-lounge-inc-champaign,"Lounges,lounges,Pizza,pizza",64,4,40.116597,-88.242292,0
farrens-champaign,Farren's,"134 W Church St,Champaign, IL 61820",http://m.yelp.com/biz/farrens-champaign,"American (New),newamerican,Pubs,pubs",1,5,40.118535,-88.244967,0
fat-city-saloon-champaign,Fat City Saloon,"505 S Chestnut St,Champaign, IL 61820",http://m.yelp.com/biz/fat-city-saloon-champaign,"American (Traditional),tradamerican",4,3,40.110967,-88.242733,0
fat-sandwich-company-champaign,Fat Sandwich Company,"502 E John St,Champaign, IL 61820",http://m.yelp.com/biz/fat-sandwich-company-champaign,"Sandwiches,sandwiches",47,3.5,40.1092784,-88.2317452,0
fiesta-cafe-champaign,Fiesta Cafe,"216 S 1st St,Champaign, IL 61820",http://m.yelp.com/biz/fiesta-cafe-champaign,"Mexican,mexican",34,3.5,40.1147989,-88.2384807,0
filippos-pizza-and-italian-food-of-mahomet-mahomet,Filippo's Pizza and Italian Food of Mahomet,"2012 Tin Cup Rd,Ste B,Mahomet, IL 61853",http://m.yelp.com/biz/filippos-pizza-and-italian-food-of-mahomet-mahomet,"Italian,italian,Pizza,pizza",10,4.5,40.197156,-88.366289,0
firehaus-champaign,Firehaus,"708 S 6th St,Champaign, IL 61820",http://m.yelp.com/biz/firehaus-champaign,"American (Traditional),tradamerican,Burgers,burgers,Bars,bars",44,3.5,40.1096989,-88.2303608,0
firehouse-pizza-champaign,Firehouse Pizza,"1103 W Windsor Rd,Champaign, IL 61820",http://m.yelp.com/biz/firehouse-pizza-champaign,"Pizza,pizza",1,2,40.0835387,-88.2228468,0
firehouse-subs-champaign,Firehouse Subs,"803 W. Anthony Dr.,#3-4,Champaign, IL 61822",http://m.yelp.com/biz/firehouse-subs-champaign,"Sandwiches,sandwiches,Fast Food,hotdogs,Delis,delis",4,4,40.136805,-88.257355,0
first-wok-urbana,First Wok,"1805 Philo Rd,Urbana, IL 61802",http://m.yelp.com/biz/first-wok-urbana,"Chinese,chinese",22,4,40.0961768,-88.1907354,0
five-guys-burgers-and-fries-champaign-2,Five Guys Burgers and Fries,"901 B West Anthony Dr,Champaign, IL 61821",http://m.yelp.com/biz/five-guys-burgers-and-fries-champaign-2,"Burgers,burgers,Fast Food,hotdogs",5,3.5,40.1374723,-88.2586063,0
golden-harbor-authentic-chinese-cuisine-champaign,Golden Harbor Authentic Chinese Cuisine,"505 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/golden-harbor-authentic-chinese-cuisine-champaign,"Chinese,chinese",157,4.5,40.1111456,-88.2441689,0
good-fella-korean-bistro-champaign,Good Fella Korean Bistro,"905 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/good-fella-korean-bistro-champaign,"Korean,korean",8,3,40.105187,-88.243851,0
green-jade-champaign,Green Jade,"1109 W Windsor,Champaign, IL 61822",http://m.yelp.com/biz/green-jade-champaign,"Chinese,chinese",16,4,40.0835385,-88.2228985,0
green-street-cafe-champaign,Green Street Cafe,"35 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/green-street-cafe-champaign,"Greek,greek,Mediterranean,mediterranean,Hookah Bars,hookah_bars",7,3.5,40.109909,-88.240973,0
guidos-bar-and-grill-champaign,Guido's Bar & Grill,"2 E Main St,Champaign, IL 61820",http://m.yelp.com/biz/guidos-bar-and-grill-champaign,"Bars,bars,American (Traditional),tradamerican",48,2.5,40.1178226,-88.2433859,0
holiday-inn-hotel-champaign-urbana-urbana,Holiday Inn Hotel Champaign/Urbana,"1001 W Killarney St,Urbana, IL 61801",http://m.yelp.com/biz/holiday-inn-hotel-champaign-urbana-urbana,"Hotels,hotels,Restaurants,restaurants,Venues & Event Spaces,venues",16,3,40.131581,-88.221811,0
hooters-champaign,Hooters,"1706 S State St,Champaign, IL 61820",http://m.yelp.com/biz/hooters-champaign,"American (Traditional),tradamerican,Sports Bars,sportsbars,Chicken Wings,chicken_wings",12,2.5,40.0954378,-88.2462294,0
hot-wok-express-urbana,Hot Wok Express,"1102 W University Ave,Urbana, IL 61801",http://m.yelp.com/biz/hot-wok-express-urbana,"Chinese,chinese",17,3,40.1166669,-88.2226072,0
huaraches-moroleon-urbana,Huaraches Moroleon,"805 Philo Rd,Urbana, IL 61801",http://m.yelp.com/biz/huaraches-moroleon-urbana,"Mexican,mexican",48,4.5,40.105859,-88.1951107,0
i-wok-savoy,I Wok,"113 Calvin St,Savoy, IL 61874",http://m.yelp.com/biz/i-wok-savoy,"Chinese,chinese",6,4.5,40.0588837,-88.2533147,0
ichiban-buffet-champaign,Ichiban Buffet,"105 N Mattis Ave,Champaign, IL 61821",http://m.yelp.com/biz/ichiban-buffet-champaign,"Sushi Bars,sushi,Buffets,buffets,Chinese,chinese",22,3,40.116996,-88.2786981,0
illini-union-ballroom-dining-urbana,Illini Union Ballroom Dining,"1404 W Green St,Urbana, IL 61801",http://m.yelp.com/biz/illini-union-ballroom-dining-urbana,"American (Traditional),tradamerican",8,3,40.1104457,-88.2272864,0
interlude-urbana,interlude,"500 S Goodwin,Urbana, IL 61801",http://m.yelp.com/biz/interlude-urbana,"Restaurants,restaurants",1,5,40.108013,-88.222747,0
intermezzo-cafթ-urbana-2,Intermezzo Cafթ,"Krannert Center,500 S Goodwin Ave,Urbana, IL 61801",http://m.yelp.com/biz/intermezzo-caf%C3%A9-urbana-2,"Bakeries,bakeries,American (Traditional),tradamerican",9,3.5,40.1080232,-88.2227303,0
j-gumbos-urbana,J Gumbo's,"700 S Gregory St,Suite D,Urbana, IL 61801",http://m.yelp.com/biz/j-gumbos-urbana,"Cajun/Creole,cajun",13,4,40.1065109,-88.2218027,0
jerusalem-middle-eastern-cuisine-champaign,Jerusalem Middle Eastern Cuisine,"601 S Wright St,Champaign, IL 61820",http://m.yelp.com/biz/jerusalem-middle-eastern-cuisine-champaign,"Middle Eastern,mideastern",27,3.5,40.1113,-88.229192,0
jets-pizza-champaign,Jet's Pizza,"512 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/jets-pizza-champaign,"Pizza,pizza",25,3.5,40.110411,-88.242982,0
jimmy-johns-champaign,Jimmy John's,"43 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/jimmy-johns-champaign,"Sandwiches,sandwiches,Food Delivery Services,fooddeliveryservices,Delis,delis",8,3.5,40.1097893,-88.2408101,0
jimmy-johns-champaign-2,Jimmy John's,"601 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/jimmy-johns-champaign-2,"Delis,delis,Sandwiches,sandwiches",14,3,40.1101705,-88.2301675,0
jimmy-johns-champaign-3,Jimmy John's,"1811 W Kirby Ave,Champaign, IL 61821",http://m.yelp.com/biz/jimmy-johns-champaign-3,"Sandwiches,sandwiches,Food Delivery Services,fooddeliveryservices,Delis,delis",18,3,40.0974664,-88.2769858,0
jimmy-johns-champaign-4,Jimmy John's,"1511 N Prospect Ave,Champaign, IL 61821",http://m.yelp.com/biz/jimmy-johns-champaign-4,"Food Delivery Services,fooddeliveryservices,Delis,delis,Sandwiches,sandwiches",3,2,40.1319455,-88.2584447,0
jimmy-johns-champaign-5,Jimmy John's,"1801 W Springfield Ave,Champaign, IL 61821",http://m.yelp.com/biz/jimmy-johns-champaign-5,"Delis,delis,Food Delivery Services,fooddeliveryservices,Sandwiches,sandwiches",3,3.5,40.112512,-88.277259,0
jimmy-johns-champaign-5,Jimmy John's,"1801 W Springfield Ave,Champaign, IL 61821",http://m.yelp.com/biz/jimmy-johns-champaign-5,"Delis,delis,Food Delivery Services,fooddeliveryservices,Sandwiches,sandwiches",3,3.5,40.112512,-88.277259,0
jimmy-johns-urbana,Jimmy John's,"807 S Lincoln Ave,Urbana, IL 61801",http://m.yelp.com/biz/jimmy-johns-urbana,"Sandwiches,sandwiches",19,4,40.1055528,-88.2194171,0
jimmy-johns-urbana-2,Jimmy John's,"102 E University,Urbana, IL 61801",http://m.yelp.com/biz/jimmy-johns-urbana-2,"Sandwiches,sandwiches,Food Delivery Services,fooddeliveryservices,Delis,delis",9,4,40.116832,-88.207131,0
joes-brewery-champaign,Joe's Brewery,"706 S 5th St,Champaign, IL 61820",http://m.yelp.com/biz/joes-brewery-champaign,"Bars,bars,Burgers,burgers,American (Traditional),tradamerican",20,3,40.109713,-88.2317829,0
jt-walkers-mahomet,JT Walker's,"401 E Main St,Mahomet, IL 61853",http://m.yelp.com/biz/jt-walkers-mahomet,"American (Traditional),tradamerican",34,4,40.1952032,-88.4039904,0
jupiters-pizzeria-and-billiards-champaign,Jupiter's Pizzeria & Billiards,"39 E Main St,Champaign, IL 61820",http://m.yelp.com/biz/jupiters-pizzeria-and-billiards-champaign,"Pool Halls,poolhalls,Pizza,pizza,Lounges,lounges",63,4,40.1179317,-88.2414481,0
k-bowl-champaign,K-Bowl,"39 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/k-bowl-champaign,"Korean,korean",25,4,40.109988,-88.240506,0
kabob-house-champaign,Kabob House,"40 E Springfield,Champaign, IL 61820",http://m.yelp.com/biz/kabob-house-champaign,"Lebanese,lebanese",1,4,40.112846,-88.240661,0
katos-cajun-champaign,Kato's Cajun,"Champaign, IL 61820",http://m.yelp.com/biz/katos-cajun-champaign,"Cajun/Creole,cajun",3,3,40.1166102,-88.2412504,0
kentucky-fried-chicken-champaign-2,Kentucky Fried Chicken,"2201 W Springfield Ave,Champaign, IL 61821",http://m.yelp.com/biz/kentucky-fried-chicken-champaign-2,"Restaurants,restaurants",3,2.5,40.112504,-88.284457,0
kofusion-champaign,Kofusion,"1 E Main St,Champaign, IL 61820",http://m.yelp.com/biz/kofusion-champaign,"Asian Fusion,asianfusion,Sushi Bars,sushi",158,3.5,40.118413,-88.2430914,0
kofusion-urbana-2,Kofusion,"701 S Gregory St,Ste F,Urbana, IL 61801",http://m.yelp.com/biz/kofusion-urbana-2,"Sushi Bars,sushi,Asian Fusion,asianfusion",9,3.5,40.1065482,-88.2217353,0
koto-ramen-champaign-5,Koto Ramen,"508 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/koto-ramen-champaign-5,"Ramen,ramen",12,2,40.110827,-88.231612,0
krispy-krunchy-chicken-champaign,Krispy Krunchy Chicken,"922 W  Bradley Ave,Champaign, IL 61821",http://m.yelp.com/biz/krispy-krunchy-chicken-champaign,"Chicken Wings,chicken_wings",4,3,40.127586,-88.260263,0
layalina-mediterranean-grill-champaign-2,Layalina Mediterranean Grill,"401 S 1st St,Champaign, IL 61820",http://m.yelp.com/biz/layalina-mediterranean-grill-champaign-2,"Middle Eastern,mideastern,Mediterranean,mediterranean",33,3.5,40.112801,-88.239078,0
le-peep-restaurant-champaign,Le Peep Restaurant,"2209 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/le-peep-restaurant-champaign,"Breakfast & Brunch,breakfast_brunch",51,3.5,40.086902,-88.247837,0
legends-champaign,Legends,"522 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/legends-champaign,"Bars,bars,Sandwiches,sandwiches",48,3,40.1105579,-88.2311675,0
little-caesars-pizza-champaign-2,Little Caesar's Pizza,"1211 S Mattis,Champaign, IL 61821",http://m.yelp.com/biz/little-caesars-pizza-champaign-2,"Pizza,pizza",5,3.5,40.102573,-88.276899,0
long-john-silvers-seafood-champaign,Long John Silver's Seafood,"1217 N Prospect Ave,Champaign, IL 61820",http://m.yelp.com/biz/long-john-silvers-seafood-champaign,"Seafood,seafood",1,2,40.129047,-88.258596,0
longhorn-steakhouse-champaign,LongHorn Steakhouse,"2101 N Prospect Ave,Champaign, IL 61822",http://m.yelp.com/biz/longhorn-steakhouse-champaign,"Steakhouses,steak,American (Traditional),tradamerican",27,2.5,40.1413931,-88.2584949,0
los-zarapes-inc-mahomet,Los Zarapes Inc,"804 E Eastwood Ctr,Mahomet, IL 61853",http://m.yelp.com/biz/los-zarapes-inc-mahomet,"Mexican,mexican",5,5,40.1953106,-88.4042234,0
maize-mexican-grill-champaign,Maize Mexican Grill,"60 E Green St,Champaign, IL 61820",http://m.yelp.com/biz/maize-mexican-grill-champaign,"Mexican,mexican",215,4.5,40.110373,-88.238918,0
masijta-grill-urbana,Masijta Grill,"202 N Race,Ste A,Urbana, IL 61801",http://m.yelp.com/biz/masijta-grill-urbana,"Korean,korean",15,4,40.1135276,-88.2089512,0
mc-donalds-restaurant-champaign,Mc Donald's Restaurant,"Bloomington Rd,Apt 22,Champaign, IL 61821",http://m.yelp.com/biz/mc-donalds-restaurant-champaign,"Burgers,burgers",2,1.5,40.1366771,-88.2686016,0
mcalisters-deli-champaign,McAlister's Deli,"421 Town Center Rd,Champaign, IL 61820",http://m.yelp.com/biz/mcalisters-deli-champaign,"Delis,delis,Salad,salad,Sandwiches,sandwiches",28,2.5,40.1413458,-88.250062,0
mcdonalds-champaign-4,McDonald's,"1605 S Neil St,Champaign, IL 61820",http://m.yelp.com/biz/mcdonalds-champaign-4,"Burgers,burgers,Fast Food,hotdogs",9,2.5,40.0975069,-88.2452826,0
mcdonalds-champaign-6,McDonald's,"2909 W Kirby Ave,Champaign, IL 61821",http://m.yelp.com/biz/mcdonalds-champaign-6,"Burgers,burgers,Fast Food,hotdogs",1,1,40.0978775,-88.2938531,0
mcdonalds-mahomet,McDonald's,"1006 Purnell Dr,Mahomet, IL 61853",http://m.yelp.com/biz/mcdonalds-mahomet,"Burgers,burgers,Fast Food,hotdogs",1,4,40.185427,-88.368315,0
mcdonalds-urbana,McDonald's,"601 N Cunningham Ave,Urbana, IL 61803",http://m.yelp.com/biz/mcdonalds-urbana,"Fast Food,hotdogs",2,4,40.118405,-88.204624,0
mcdonalds-urbana-2,McDonald's,"1705 Philo Rd,Urbana, IL 61802",http://m.yelp.com/biz/mcdonalds-urbana-2,"Fast Food,hotdogs,Burgers,burgers",1,1,40.09767,-88.1907435,0
mcdonalds-restaurant-champaign-3,McDonald's Restaurant,"4910 N Market St,Champaign, IL 61822",http://m.yelp.com/biz/mcdonalds-restaurant-champaign-3,"Burgers,burgers,Fast Food,hotdogs",1,2,40.17793,-88.24037,0
